Date,Name,Icon,Meal,Quantity,Units,Calories,Deleted,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
11/01/2022,Mini reeces cups,Candy,Evening Snacks,1.0,Piece,75,0,1.30,0.40,2.60,0.50,2.30,0.10,0.50,13
11/01/2022,Graham Crackers 1=2 Full Sheets,GrahamCracker,Evening Snacks,2.0,Slices,130,0,3,2,24,0,8,1,0,130
11/01/2022,"Newtons, Fig",Fig,Evening Snacks,1.0,Piece,50,0,1,0.50,10.50,0,6,0.50,0,47.50
11/02/2022,"Bacon, Uncured, Beeler's",Bacon,Breakfast,6.0,Slices,210,0,13.50,18,0,n/a,n/a,n/a,n/a,720
11/02/2022,"Eggs, Large",Egg,Breakfast,1.0,Each,70,0,4.50,6,1,1.50,0,0,215,65
11/02/2022,"Chips, Tortilla Red Hot Blues",Tortilla,Lunch,28.0,Grams,140,0,7,1.98,17,0.49,0,1.98,0,150
11/02/2022,popcorn chicken,ChickenTenders,Lunch,2.36,Servings,260,0,9.44,23.60,33.4,n/a,n/a,n/a,94.40,1510.40
11/02/2022,Graham Crackers 1=2 Full Sheets,GrahamCracker,Afternoon Snacks,1.0,Slice,65,0,1.50,1,12,0,4,0.50,0,65
11/02/2022,Nutella,FrostingChocolate,Afternoon Snacks,7.0,Grams,38,0,2.8,0.57,4.16,0.66,3.97,0.19,0,2.84
11/02/2022,Granola Bar (Oats 'n Dark Chocolate),Bar,Afternoon Snacks,1.0,Each,200,0,8,3,29,1.50,12,3,0,130
11/02/2022,"Apple, Fuji, Medium",Apple,Afternoon Snacks,166.0,Grams,87,0,0.27,0.46,22.80,0.9,17.33,4.1,0,1.82
11/02/2022,Brioche Hot Dog Bun,HotDogBun,Dinner,2.0,Each,300,0,8,8,48,2,10,2,60,360
11/02/2022,"Hot Dog, Turkey, Uncured",Hotdog,Dinner,94.0,Grams,120,0,6,14,2,2,0,0,60,940
11/02/2022,Michigan Sauce,Recipe,Dinner,0.1,Pot,64,0,1.88,8.80,2,0.89,1,0.40,24,126
11/02/2022,"Chips, Tortilla Red Hot Blues",Tortilla,Dinner,21.0,Grams,105,0,5.25,1.48,12.75,0.37,0,1.48,0,112.50
11/02/2022,Smarties,Candy,Evening Snacks,1.0,Stick,25,0,0,0,6,0,6,0,0,0
11/02/2022,"Candy, Peanut Butter Cups, Miniatures",Candy,Evening Snacks,1.0,Piece,44,0,2.60,0.80,5.20,1,4.60,0.20,1,26
11/02/2022,White Cheddar Rice Cake,Rice,Evening Snacks,2.0,Each,90,0,2,2,16,0,2,0,0,200
11/02/2022,Bourbon 92 Proof,Alcohol,Evening Snacks,2.0,Fluid ounces,144,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/02/2022,"Sugar, Granulated",SugarWhite,Evening Snacks,0.5,Teaspoon,8,0,0,0,2.10,0,2.10,0,0,0.2
11/03/2022,Brioche Hot Dog Bun,HotDogBun,Breakfast,1.0,Each,150,0,4,4,24,1,5,1,30,180
11/03/2022,Natural Applewood Smoked Uncured Center Cut Bacon,Bacon,Breakfast,3.0,Slices,135,0,7.50,13.50,0.76,3.4,0.76,0,45,540
11/03/2022,Pure Irish Butter,Butter,Breakfast,6.0,Grams,43,0,4.71,0,0,n/a,n/a,n/a,n/a,n/a
11/03/2022,Jerk-style Plantain Chips,PotatoChip,Lunch,0.5,Serving,70,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/03/2022,"Wrap, Buffalo Chicken",Burrito,Lunch,1.0,Serving,380,0,11,20,48,3.50,3,3,50,1600
11/03/2022,Diet Coke,CocaCola,Lunch,20.0,Fluid ounces,0,0,0,0,0,0,0,0,0,70
11/03/2022,This Blueberry Walks Into A Bar,Bar,Afternoon Snacks,1.0,Serving,140,0,2.50,2,27,0,17,n/a,0,80
11/03/2022,"Apple, Fuji, Medium",Apple,Afternoon Snacks,163.0,Grams,85,0,0.27,0.45,22.39,0.9,17.2,3.94,0,1.79
11/03/2022,"Pasta, Spaghetti",Pasta,Dinner,2.0,Ounces,200,0,1,7,40,n/a,2,2,n/a,n/a
11/03/2022,Michigan Sauce,Recipe,Dinner,0.1,Pot,64,0,1.88,8.80,2,0.89,1,0.40,24,126
11/03/2022,Organic Marinara Sauce,Sauce,Dinner,125.0,Grams,60,0,1.50,2,10,0.50,5,2,0,500
11/03/2022,Brioche Hot Dog Bun,HotDogBun,Dinner,1.0,Each,150,0,4,4,24,1,5,1,30,180
11/03/2022,Pure Irish Butter,Butter,Dinner,6.0,Grams,43,0,4.71,0,0,n/a,n/a,n/a,n/a,n/a
11/03/2022,Graham Crackers 1=2 Full Sheets,GrahamCracker,Evening Snacks,2.0,Slices,130,0,3,2,24,0,8,1,0,130
11/03/2022,"Pretzels, Sourdough Nibblers",Pretzel,Evening Snacks,7.3,Each,55,0,0,1.37,11.41,0,0.23,0.23,0,91.25
11/03/2022,Old Fashioned,Recipe,Evening Snacks,1.0,Serving,152,0,n/a,n/a,1.10,n/a,1.10,n/a,n/a,n/a
11/03/2022,"Newtons, Fig",Fig,Evening Snacks,1.0,Piece,50,0,1,0.50,10.50,0,6,0.50,0,47.50
11/04/2022,Calories,Calories,Breakfast,32.5,Each,325,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/04/2022,Calories,Calories,Lunch,42.5,Each,425,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/04/2022,"Banana, Medium, 7"" - 7 7/8"" Long",Banana,Afternoon Snacks,1.0,Each,105,0,0.39,1.29,26.95,0.13,14.43,3.7,0,1.18
11/04/2022,Calories,Calories,Afternoon Snacks,7.0,Each,70,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/04/2022,"Jerky, Turkey, Sriracha Honey",Turkey,Afternoon Snacks,28.0,Grams,70,0,0.50,12,7,0,7,0,20,290
11/04/2022,Calories,Calories,Dinner,65.0,Each,650,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/04/2022,"Pear, Small",Pear,Evening Snacks,114.0,Grams,66,0,0.14,0.43,17.62,0.1,11.17,3.53,0,1.14
11/04/2022,KitKat Mini,Chocolate,Evening Snacks,2.0,Sticks,84,0,1.4,0.26,2.58,0.72,1.95,0.4,0.40,2
11/04/2022,"Pretzels, Sourdough Nibblers",Pretzel,Evening Snacks,10.0,Each,75,0,0,1.88,15.63,0,0.31,0.31,0,125
11/04/2022,Mini reeces cups,Candy,Evening Snacks,1.0,Piece,75,0,1.30,0.40,2.60,0.50,2.30,0.10,0.50,13
11/05/2022,Calories,Calories,Breakfast,50.0,Each,500,0,0,0,0,0,0,0,0,0
11/05/2022,Calories,Calories,Morning Snacks,30.0,Each,300,0,0,0,0,0,0,0,0,0
11/05/2022,Calories,Calories,Lunch,50.0,Each,500,0,0,0,0,0,0,0,0,0
11/05/2022,Calories,Calories,Dinner,110.0,Each,"1,100",0,0,0,0,0,0,0,0,0
11/05/2022,Calories,Calories,Evening Snacks,40.0,Each,400,0,0,0,0,0,0,0,0,0
11/06/2022,Calories,Calories,Morning Snacks,42.0,Each,420,1,0,0,0,0,0,0,0,0
11/06/2022,"Avocado, Small",Avocado,Breakfast,50.0,Grams,84,0,7.71,0.98,4.32,1.6,0.15,3.40,0,4
11/06/2022,Calories,Calories,Breakfast,42.0,Each,420,0,0,0,0,0,0,0,0,0
11/06/2022,"Granola Bar, Chewy, Peanut Butter Chocolate Chip",CerealBar,Morning Snacks,1.0,Each,100,0,3,2,17,1,7,1,0,95
11/06/2022,Giuseppe Bread,WhiteBread,Lunch,62.0,Grams,155,0,0.60,4.77,32.19,0,0,1.19,0,178.85
11/06/2022,"Lunchmeat, Ham, Honey, Slice",DeliMeat,Lunch,6.0,Pieces,140,0,4.41,21.4,3.91,1.46,3.91,0,56.70,1572.48
11/06/2022,"Pringles, BBQ",PotatoChip,Lunch,14.0,Grams,75,0,4.50,0.50,8,1.25,0.50,0,0,67.50
11/06/2022,Calories,Calories,Afternoon Snacks,6.3,Each,63,0,0,0,0,0,0,0,0,0
11/06/2022,"Rice Cake, White Cheddar",RiceCake,Afternoon Snacks,2.0,Each,90,0,1,2,16,0,0,0,0,210
11/06/2022,Chicken Gyoza Potstickers,Dumpling,Dinner,11.0,Pieces,358,0,5.50,19.25,55,n/a,2.75,2.75,55,990
11/06/2022,"Oil, Canola",Oil,Dinner,0.5,Tablespoon,60,0,7,0,0,0.50,0,0,0,0
11/06/2022,Calories,Calories,Dinner,21.0,Each,210,0,0,0,0,0,0,0,0,0
11/06/2022,Calories,Calories,Evening Snacks,20.0,Each,200,0,0,0,0,0,0,0,0,0
11/07/2022,Calories,Calories,Breakfast,27.5,Each,275,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/07/2022,Calories,Calories,Lunch,62.5,Each,625,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/07/2022,Calories,Calories,Evening Snacks,20.0,Each,200,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/07/2022,Calories,Calories,Dinner,11.0,Each,110,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/07/2022,"Chips, Tortilla Red Hot Blues",Tortilla,Dinner,50.0,Grams,250,0,12.50,3.53,30.36,0.88,0,3.53,0,267.86
11/07/2022,Avocado,Avocado,Dinner,100.0,Grams,160,0,14.66,2,8.53,2.12,0.66,6.70,0,7
11/07/2022,Calories,Calories,Dinner,10.0,Each,100,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/07/2022,Dayglow IPA,Beer,Dinner,6.0,Fluid ounces,98,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/07/2022,"Rice Cake, White Cheddar",RiceCake,Evening Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
11/07/2022,Chocolate Rice Cake,RiceCake,Evening Snacks,15.0,Grams,60,0,1,1,12,0,4,0,0,35
11/08/2022,Giuseppe Bread,WhiteBread,Breakfast,72.0,Grams,180,0,0.69,5.54,37.38,0,0,1.38,0,207.69
11/08/2022,Calories,Calories,Breakfast,12.5,Each,125,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/08/2022,Calories,Calories,Lunch,47.5,Each,475,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/08/2022,"Protein-Packed Chewy Granola Bar, S’mores",Bar,Afternoon Snacks,1.0,Each,140,0,3.50,7,20,1,9,2,5,90
11/08/2022,"Meatballs, Turkey (2 Balls/serving)",Meatballs,Dinner,2.5,Servings,250,0,12.50,30,12.50,5,2.50,5,75,1000
11/08/2022,Calories,Calories,Evening Snacks,20.0,Each,200,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11/08/2022,"Pasta, Spaghetti",Pasta,Dinner,2.3,Ounces,230,0,1.15,8.5,46,n/a,2.30,2.30,n/a,n/a
11/08/2022,Garden Vegetable Pasta Sauce,Sauce,Dinner,140.0,Grams,103,0,5.16,2.95,11.79,0,5.90,2.95,0,442.18
11/08/2022,Old Fashioned,Recipe,Evening Snacks,1.0,Serving,152,0,n/a,n/a,1.10,n/a,1.10,n/a,n/a,n/a
11/08/2022,"Pretzels, Sourdough Nibblers",Pretzel,Evening Snacks,8.0,Each,60,0,0,1.50,12.50,0,0.25,0.25,0,100
11/08/2022,Calories,Calories,Evening Snacks,6.8,Each,68,0,0,0,0,0,0,0,0,0
11/09/2022,Giuseppe Bread,WhiteBread,Breakfast,68.0,Grams,170,0,0.65,5.23,35.31,0,0,1.31,0,196.15
11/09/2022,Nutella,FrostingChocolate,Breakfast,20.0,Grams,108,0,5.95,1.62,11.89,1.89,11.35,0.54,0,8.11
11/09/2022,Calories,Calories,Lunch,50.0,Each,500,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
03/13/2023,Caramel Almond & Sea Salt Bar,Bar,Breakfast,1.0,Serving,170,0,15,6,16,3,5,7,0,125
03/13/2023,Chicken Chile Verde,Burrito,Lunch,1.0,Serving,650,0,24,38,71,11,4,5,80,1640
03/13/2023,Tims Jalapeno Chips,PotatoChip,Lunch,0.5,Ounce,105,0,4.95,1.5,7.95,0.70,0,0.35,0,68.70
03/13/2023,Fresh Atlantic Salmon Fillets,Fish,Dinner,1.4,Servings,336,0,21,32.20,0,4.90,n/a,n/a,84,91
03/13/2023,"Rice, Jasmine",Rice,Dinner,0.33,Cup,211,0,0,3.96,46.20,0,0,0,0,0
03/13/2023,Broccolinni,Broccoli,Dinner,10.0,Pieces,70,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
03/13/2023,Calories,Calories,Evening Snacks,20.0,Each,200,0,0,0,0,0,0,0,0,0
03/13/2023,"Rice Cake, White Cheddar",RiceCake,Evening Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
03/14/2023,Giuseppe Bread,WhiteBread,Breakfast,70.0,Grams,175,0,0.67,5.38,36.35,0,0,1.35,0,201.92
03/14/2023,Pure Irish Butter,Butter,Breakfast,10.0,Grams,71,0,7.86,0,0,n/a,n/a,n/a,n/a,n/a
03/14/2023,Calories,Calories,Lunch,45.0,Each,450,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
03/14/2023,Calories,Calories,Afternoon Snacks,15.0,Each,150,0,0,0,0,0,0,0,0,0
03/14/2023,"Jerky, Turkey, Sriracha Honey",Turkey,Afternoon Snacks,28.0,Grams,70,0,0.50,12,7,0,7,0,20,290
03/14/2023,Boneless Skinless Chicken Breast,Chicken,Dinner,6.29,Ounces,204,1,4.72,37.74,n/a,n/a,n/a,n/a,110.8,110.8
03/14/2023,"Tortilla, Yellow Corn & Wheat, Soft",Tortilla,Dinner,3.0,Each,270,1,3,15,48,0,0,3,0,270
03/14/2023,"Rice, Jasmine",Rice,Dinner,0.33,Cup,211,1,0,3.96,46.20,0,0,0,0,0
03/14/2023,Pollo Asado,Chicken,Dinner,0.36,Pound,187,0,2.88,33.12,5.76,n/a,n/a,0,21.60,n/a
03/14/2023,Flour Tortilla,Tortilla,Dinner,3.0,Servings,450,0,13.50,9,72,n/a,3,3,n/a,1140
03/14/2023,"Rice, Jasmine",Rice,Dinner,0.16,Cup,102,0,0,1.92,22.40,0,0,0,0,0
03/14/2023,Calories,Calories,Dinner,15.0,Each,150,0,0,0,0,0,0,0,0,0
03/14/2023,"Rice Cake, White Cheddar",RiceCake,Evening Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
03/15/2023,Maple Frosted Old Fashioned Doughnut,Donut,Breakfast,1.0,Serving,470,0,24,4,61,9,37,0.50,20,340
03/15/2023,Calories,Calories,Lunch,55.0,Each,550,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
03/15/2023,"Banana, Medium, 7"" - 7 7/8"" Long",Banana,Afternoon Snacks,1.0,Each,105,0,0.39,1.29,26.95,0.13,14.43,3.7,0,1.18
03/15/2023,S'mores Chewy Granola Bar,Bar,Afternoon Snacks,1.0,Serving,90,0,1.50,1,19,0.50,7,1,n/a,60
03/15/2023,Calories,Calories,Dinner,70.0,Each,700,0,0,0,0,0,0,0,0,0
03/15/2023,Whiskey Cocktail,Alcohol,Evening Snacks,5.3,Fluid ounces,99,0,0,0.13,5.63,0,5.17,0,0,0
03/15/2023,"Rice Cake, White Cheddar",RiceCake,Evening Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
03/15/2023,Calories,Calories,Evening Snacks,13.0,Each,130,0,0,0,0,0,0,0,0,0
03/16/2023,Calories,Calories,Breakfast,35.0,Each,350,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
03/16/2023,Calories,Calories,Lunch,57.5,Each,575,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
03/16/2023,"Banana, Medium, 7"" - 7 7/8"" Long",Banana,Afternoon Snacks,1.0,Each,105,0,0.39,1.29,26.95,0.13,14.43,3.7,0,1.18
03/16/2023,S'mores Chewy Granola Bar,Bar,Afternoon Snacks,1.0,Serving,90,0,1.50,1,19,0.50,7,1,n/a,60
03/16/2023,Calories,Calories,Dinner,120.0,Each,"1,200",0,0,0,0,0,0,0,0,0
03/16/2023,Calories,Calories,Evening Snacks,12.0,Each,120,0,0,0,0,0,0,0,0,0
03/17/2023,Calories,Calories,Breakfast,25.0,Each,250,0,0,0,0,0,0,0,0,0
03/17/2023,"Doritos, Cool Ranch",TortillaChip,Lunch,1.0,Package,260,0,13,3,31,2,2,2,0,330
03/17/2023,"Tortilla, Flour, 8""",Tortilla,Lunch,2.0,Servings,300,0,9,6,50,0,2,2,0,660
03/17/2023,Pollo Asado,Chicken,Lunch,4.75,Ounces,154,0,2.38,27.31,4.75,n/a,n/a,0,17.81,n/a
03/20/2023,Calories,Calories,Breakfast,45.0,Each,450,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
04/13/2023,"Bar, Macadamia Chocolate",Bar,Breakfast,1.0,Serving,210,0,15,5,16,4,9,3,0,70
04/13/2023,Premium Bbq Buns,Default,Lunch,67.0,Grams,170,0,2.83,5.66,31.14,0,2.83,1.89,0,283.10
04/13/2023,Popcorn Chicken,Chicken,Lunch,1.0,Serving,260,0,4,23,34,n/a,n/a,n/a,90,1500
04/13/2023,Calories,Calories,Lunch,3.0,Each,30,0,0,0,0,0,0,0,0,0
04/13/2023,S'mores Chewy Granola Bar,Bar,Afternoon Snacks,1.0,Serving,90,0,1.50,1,19,0.50,7,1,n/a,60
04/13/2023,Roasted Garlic Pasta Sauce,Sauce,Dinner,188.0,Grams,90,0,1.50,3.1,18.5,0,13.54,3.1,0,752
04/13/2023,"Meatballs, Turkey",Meatballs,Dinner,177.5,Grams,250,0,12.50,30,12.50,5,2.50,5,75,1000
04/13/2023,Calories,Calories,Dinner,21.0,Each,210,0,0,0,0,0,0,0,0,0
04/13/2023,"Wine, Red",WineRed,Dinner,5.0,Fluid ounces,125,0,0,0.10,3.84,0,0.91,0,0,5.88
04/13/2023,"Garlic Bread, Cheese, Parmesan, Loaves, Slcd",Toast,Dinner,6.0,Slices,480,0,27,9,51,9,0,3,15,750
04/13/2023,Calories,Calories,Evening Snacks,10.0,Each,100,0,0,0,0,0,0,0,0,0
04/14/2023,Calories,Calories,Breakfast,35.0,Each,350,0,0,0,0,0,0,0,0,0
03/20/2023,Calories,Calories,Afternoon Snacks,20.0,Each,200,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
03/20/2023,Calories,Calories,Lunch,50.0,Each,500,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
04/14/2023,Calories,Calories,Lunch,60.0,Each,600,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
04/14/2023,Calories,Calories,Afternoon Snacks,10.0,Each,100,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
04/14/2023,Calories,Calories,Afternoon Snacks,20.0,Each,200,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
04/15/2023,Calories,Calories,Breakfast,32.5,Each,325,0,0,0,0,0,0,0,0,0
04/15/2023,Calories,Calories,Lunch,26.0,Each,260,0,0,0,0,0,0,0,0,0
04/15/2023,Calories,Calories,Afternoon Snacks,14.0,Each,140,0,0,0,0,0,0,0,0,0
04/15/2023,"Apple, Medium",Apple,Afternoon Snacks,190.0,Grams,99,0,0.31,0.52,26.10,0.10,19.84,4.59,0,2.9
04/15/2023,Salmon,Fish,Dinner,224.0,Grams,395,0,23.70,43.46,0,4.94,0,0,128.40,128.40
04/15/2023,Sesame Crunch Chopped Salad Kit,Salad,Dinner,2.0,Cups,260,0,18,6,22,3,8,4,0,520
04/15/2023,Calories,Calories,Dinner,20.0,Each,200,0,0,0,0,0,0,0,0,0
04/15/2023,"Rice Cake, White Cheddar",RiceCake,Evening Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
04/16/2023,Calories,Calories,Lunch,88.0,Each,880,0,0,0,0,0,0,0,0,0
04/16/2023,Pollo Asado Chicken,Chicken,Dinner,1.655,Servings,215,0,3.31,38.6,6.62,0.83,1.66,0,107.58,1290.90
04/16/2023,Calories,Calories,Dinner,15.0,Each,150,0,0,0,0,0,0,0,0,0
04/16/2023,"Wine, Red",WineRed,Dinner,5.0,Fluid ounces,125,0,0,0.10,3.84,0,0.91,0,0,5.88
04/16/2023,Calories,Calories,Dinner,16.0,Each,160,0,0,0,0,0,0,0,0,0
04/16/2023,"Chips, Tortilla Red Hot Blues",Tortilla,Dinner,10.0,Grams,50,0,2.50,0.71,6.7,0.18,0,0.71,0,53.57
04/16/2023,Mango,Mango,Evening Snacks,72.0,Grams,47,0,0.19,0.37,12.24,0.4,10.66,1.30,0,1.44
04/17/2023,Caramel Almond & Sea Salt Mini,Bar,Breakfast,1.0,Each,90,0,8,3,8,1.50,3,4,0,60
04/17/2023,"Bar, Peanut Butter Dark Chocolate",CerealBar,Breakfast,1.0,Package,100,0,7,3,7,2,4,1,0,10
04/17/2023,Calories,Calories,Lunch,50.0,Each,500,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
04/17/2023,"Dark Chocolate, Nuts, & Sea Salt",CerealBar,Afternoon Snacks,1.0,Each,180,0,15,6,16,3,5,7,0,140
04/17/2023,Cosmic Crisp Apple,Apple,Afternoon Snacks,315.0,Grams,225,0,1.13,2.25,54,0,33.75,13.50,0,0
04/17/2023,Yellow golden potato- baked,Potato,Dinner,161.0,Grams,195,0,0,3.90,33.84,0,1.30,3.90,0,0
04/17/2023,Calories,Calories,Dinner,21.5,Each,215,0,0,0,0,0,0,0,0,0
04/17/2023,"Oil, Canola",Oil,Dinner,0.25,Tablespoon,31,0,3.50,0,0,0.26,0,0,0,0
04/17/2023,Southwestern Chopped Salad w/ Dressing,Salad,Dinner,200.0,Grams,240,0,18,8,15,5,5,4,10,400
04/17/2023,"Wine, Red",WineRed,Dinner,2.5,Fluid ounces,62,0,0,0.5,1.92,0,0.46,0,0,2.94
04/17/2023,Mango,Mango,Evening Snacks,150.0,Grams,98,0,0.41,0.77,25.50,0.9,22.20,2.70,0,3
04/18/2023,Calories,Calories,Breakfast,30.0,Each,300,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
04/18/2023,Calories,Calories,Lunch,25.0,Each,250,0,0,0,0,0,0,0,0,0
04/18/2023,Caramel Almond & Sea Salt Mini,Bar,Lunch,1.0,Each,90,0,8,3,8,1.50,3,4,0,60
04/18/2023,"Apple Rings, Dried",Apple,Afternoon Snacks,1.0,Serving,80,0,0,0,18,0,8,3,0,18
04/18/2023,"Rice, Jasmine",Rice,Dinner,45.0,Grams,160,0,0,3,35,0,0,0,0,0
04/18/2023,BBQ Chicken Teriyaki,Chicken,Dinner,150.0,Grams,240,0,9,31,11,2,10,1,135,710
04/18/2023,"Oil, Canola",Oil,Dinner,0.485,Tablespoon,60,0,6.79,0,0,0.50,0,0,0,0
04/18/2023,Calories,Calories,Dinner,6.0,Each,60,0,0,0,0,0,0,0,0,0
04/18/2023,Sloe Gin Fizz,Default,Evening Snacks,1.0,Serving,175,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
04/18/2023,"Rice Cake, White Cheddar",RiceCake,Evening Snacks,2.0,Each,90,0,1,2,16,0,0,0,0,210
04/18/2023,Cinnamon Toast Crunch Cereal Bar,Bar,Evening Snacks,1.6,Servings,160,0,4.80,4.80,28.80,2.40,12.80,4.80,0,160
04/18/2023,Calories,Calories,Evening Snacks,8.0,Each,80,0,0,0,0,0,0,0,0,0
04/19/2023,"Bread, White",WhiteBread,Breakfast,48.0,Grams,128,0,1.58,3.67,24.29,0.34,2.7,1.15,0,326.88
04/19/2023,"Peanut Butter, Chunky",PeanutButter,Breakfast,28.0,Grams,165,0,13.98,6.74,6.4,2.26,2.35,2.24,0,136.8
04/19/2023,Calories,Calories,Lunch,50.0,Each,500,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
04/19/2023,"Pear, Medium",Pear,Afternoon Snacks,180.0,Grams,104,0,0.22,0.68,27.83,0.1,17.64,5.58,0,1.80
04/19/2023,"Bar, Peanut Butter Dark Chocolate",CerealBar,Afternoon Snacks,1.0,Package,100,0,7,3,8,2,4,1,0,10
04/19/2023,"Fish, Swordfish Steaks",Fish,Dinner,7.73,Ounces,309,0,11.79,43.9,0,1.93,0,0,88.12,195.57
04/19/2023,"Rice, Jasmine",Rice,Dinner,45.0,Grams,160,0,0,3,35,0,0,0,0,0
04/19/2023,"Wine, Red",WineRed,Dinner,7.5,Fluid ounces,187,0,0,0.15,5.76,0,1.37,0,0,8.82
04/19/2023,"Asparagus, Spears, Cooked",Asparagus,Dinner,170.0,Grams,37,0,0.37,4.8,6.99,0.7,2.21,3.40,0,23.80
04/19/2023,"Oil, Canola",Oil,Dinner,0.24,Tablespoon,30,0,3.36,0,0,0.25,0,0,0,0
04/19/2023,"Rice Cake, White Cheddar",RiceCake,Evening Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
04/19/2023,Calories,Calories,Evening Snacks,5.0,Each,50,0,0,0,0,0,0,0,0,0
04/19/2023,Fruit Snacks Mix Fruit,FruitLeather,Evening Snacks,0.5,Package,40,0,0,0,10,0,5.50,0,0,5
04/19/2023,Calories,Calories,Evening Snacks,11.0,Each,110,0,0,0,0,0,0,0,0,0
04/20/2023,"Bread, White",WhiteBread,Breakfast,53.0,Grams,141,0,1.74,4.5,26.82,0.38,2.28,1.27,0,360.93
04/20/2023,Pure Irish Butter,Butter,Breakfast,9.0,Grams,64,0,7.7,0,0,n/a,n/a,n/a,n/a,n/a
04/20/2023,Calories,Calories,Lunch,53.0,Each,530,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
04/20/2023,"Roasted Seaweed, Teriyaki",Seaweed,Afternoon Snacks,1.0,Serving,30,0,2,1,2,0,0,1,0,50
04/20/2023,"Bar, Peanut Butter Dark Chocolate",CerealBar,Afternoon Snacks,1.0,Package,100,0,7,3,8,2,4,1,0,10
04/20/2023,"Pear, Medium",Pear,Afternoon Snacks,165.0,Grams,96,0,0.20,0.63,25.51,0.1,16.17,5.12,0,1.65
04/20/2023,"Sausage, Chicken, Spicy Jalapeño",Sausage,Dinner,204.0,Grams,300,0,18,33,6,6,0,0,165,1200
04/20/2023,Calories,Calories,Dinner,20.6,Each,206,0,0,0,0,0,0,0,0,0
04/20/2023,"Wine, Red",WineRed,Dinner,5.0,Fluid ounces,125,0,0,0.10,3.84,0,0.91,0,0,5.88
04/20/2023,"Oil, Canola",Oil,Dinner,0.24,Tablespoon,30,0,3.36,0,0,0.25,0,0,0,0
04/20/2023,Calories,Calories,Dinner,13.0,Each,130,0,0,0,0,0,0,0,0,0
04/21/2023,TJ Maple Chicken Breakfast Sausage,Sausage,Breakfast,6.0,Pieces,270,0,12,30,9,3,9,0,150,1290
04/21/2023,Corn And Wheat Tortillas,Tortilla,Lunch,82.0,Grams,160,0,2,2,28,0,0,2,0,380
04/21/2023,BBQ Chicken Teriyaki,Chicken,Lunch,150.0,Grams,240,0,9,31,11,2,10,1,135,710
04/21/2023,Avocado,Avocado,Lunch,50.0,Grams,80,0,7.33,1,4.26,1.6,0.33,3.35,0,3.50
04/21/2023,Calories,Calories,Lunch,1.0,Each,10,0,0,0,0,0,0,0,0,0
04/21/2023,Calories,Calories,Afternoon Snacks,16.5,Each,165,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
04/21/2023,"Meatballs, Turkey",Meatballs,Dinner,4.0,Pieces,200,0,10,24,10,4,2,4,60,800
04/21/2023,Spicy Chunky Tomato & Pepper Pasta Sauce,Sauce,Dinner,118.0,Grams,80,0,4,2,9,0.50,5,2,0,250
